"id";"FIN";"firstname";"lastname";"fathername";"gender";"birthdate";"address";"cityid";"emailaddress";"phonenumber";"maritialstatus";"militarystatus";"bloodtype";"createdate";"d"
752;"1PHDK6W";"Kamran";"Musayeva";"Parvane";"M";"1995-01-19";"";61;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:49";0.0
753;"Y34AR6Z";"Rahile";"Rahimova";"Yegane";"F";"1995-12-11";"";99;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
754;"PAC9NS7";"Elvin";"Mustafayeva";"Yegane";"M";"1998-05-21";"";49;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
755;"G1ZHGY4";"Elnur";"Mehdiyeva";"Emin";"F";"1997-08-03";"";31;"";"";"single";"completed";"AB";"2022-12-02 08:28:49";0.0
756;"SOXHEZP";"Vüqar";"Mammadova";"Elman";"M";"2001-11-24";"";19;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
757;"CH6C6U6";"Aynur";"Aliyev";"Namiq";"M";"2003-07-18";"";76;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
759;"RZ4JRYV";"Mahir";"Zeynalova";"Vüsal";"F";"2003-02-27";"";4;"";"";"married";"completed";"AB";"2022-12-02 08:28:49";0.0
760;"C0LY270";"Zaur";"Haciyev";"Cavid";"F";"2000-08-07";"";97;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:49";0.0
761;"RBZOP3X";"Nazim";"Hasanov";"Vüsale";"M";"1996-01-18";"";76;"";"";"single";"completed";"0";"2022-12-02 08:28:49";0.0
762;"0G523FB";"Lale";"Süleymanova";"Ilham";"M";"2001-09-17";"";96;"";"";"single";"completed";"A";"2022-12-02 08:28:49";0.0
763;"ALEA5VY";"Ülviyye";"Abdullayeva";"Leyla";"F";"1997-12-26";"";99;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
764;"ERAQBQF";"Sabine";"Karimova";"Rafiq";"F";"2002-02-17";"";98;"";"";"single";"not completed";"B";"2022-12-02 08:28:49";0.0
765;"C50RUQQ";"Kamale";"Asgarov";"Nazakat";"M";"1996-08-25";"";33;"";"";"divorced";"completed";"0";"2022-12-02 08:28:49";0.0
766;"828CRJG";"Elvin";"Musayev";"Şahla";"F";"1998-06-22";"";83;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
767;"K98WLR0";"Aybaniz";"Hasanov";"Yusif";"F";"1998-06-27";"";66;"";"";"single";"completed";"B";"2022-12-02 08:28:49";0.0
768;"0KG6BP5";"Ilqar";"Aliyev";"Sabine";"M";"2000-06-13";"";64;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
769;"MZ553DD";"Rasim";"Ahmadov";"Vüsale";"F";"2000-03-08";"";19;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:49";0.0
770;"5DPTQW5";"Aynur";"Bayramova";"Lale";"F";"1998-10-06";"";62;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
771;"75K4KM7";"Aybaniz";"Safarova";"Cavid";"M";"1999-04-21";"";19;"";"";"married";"not completed";"A";"2022-12-02 08:28:49";0.0
772;"BGLXV1M";"Vafa";"Aslanova";"Camile";"F";"2002-09-10";"";90;"";"";"single";"completed";"AB";"2022-12-02 08:28:49";0.0
773;"1580TKP";"Mehman";"Rüstamov";"Solmaz";"F";"2001-10-20";"";98;"";"";"divorced";"completed";"A";"2022-12-02 08:28:49";0.0
774;"303RRC9";"Vüsal";"Rüstamov";"Rafiq";"F";"2003-07-18";"";26;"";"";"single";"completed";"0";"2022-12-02 08:28:49";0.0
775;"WXF3IIZ";"Xayale";"Hasanov";"Nargiz";"M";"1995-03-06";"";20;"";"";"married";"completed";"B";"2022-12-02 08:28:49";0.0
776;"S38WF6D";"Yegane";"Muradov";"Rana";"F";"1998-05-16";"";80;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
778;"F1HRCRB";"Aybaniz";"Safarova";"Sevil";"M";"1997-11-27";"";13;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:49";0.0
779;"Z73GS1M";"Vafa";"Samadova";"Ruslan";"M";"1996-06-09";"";10;"";"";"single";"completed";"B";"2022-12-02 08:28:49";0.0
780;"8XB3NPK";"Vüqar";"Safarova";"Irade";"M";"2000-10-22";"";88;"";"";"single";"completed";"B";"2022-12-02 08:28:49";0.0
781;"EFQZHAV";"Esmira";"Rüstamova";"Ramil";"F";"2001-10-19";"";14;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
782;"XNZCXW0";"Nurane";"Aliyeva";"Elnare";"F";"2001-04-21";"";8;"";"";"divorced";"completed";"A";"2022-12-02 08:28:49";0.0
783;"P4TODG4";"Sadaqat";"Qasimov";"Nazile";"M";"1994-04-05";"";29;"";"";"divorced";"completed";"A";"2022-12-02 08:28:49";0.0
784;"X6S3XO9";"Mehman";"Asadov";"Orxan";"M";"1999-02-26";"";76;"";"";"divorced";"completed";"A";"2022-12-02 08:28:49";0.0
785;"HSXX01Q";"Könül";"Bayramov";"Rafiq";"F";"1998-12-17";"";2;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
786;"A6ILYI9";"Cavid";"Musayev";"Aytan";"F";"2003-04-08";"";73;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:49";0.0
787;"TNTY7F0";"Ilham";"Maharramov";"Rövşan";"F";"1999-06-27";"";4;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
788;"9N9TYKG";"Tarane";"Mustafayeva";"Lale";"F";"2002-09-16";"";41;"";"";"married";"completed";"B";"2022-12-02 08:28:49";0.0
789;"KVDI5CQ";"Samir";"Aslanova";"Nazile";"M";"2002-12-14";"";72;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
790;"5Q11G9H";"Kamran";"Qurbanov";"Arzu";"M";"2003-11-21";"";38;"";"";"married";"not completed";"AB";"2022-12-02 08:28:49";0.0
791;"Y1T4IMS";"Sevil";"Mehdiyeva";"Arzu";"M";"1995-03-05";"";88;"";"";"single";"not completed";"A";"2022-12-02 08:28:49";0.0
792;"DG5VA6G";"Rauf";"Alakbarova";"Esmira";"M";"1996-02-28";"";83;"";"";"single";"not completed";"0";"2022-12-02 08:28:49";0.0
794;"96963YL";"Yegane";"Abbasova";"Gülnare";"M";"2003-11-25";"";55;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:49";0.0
795;"G3FDYA8";"Tural";"Mammadov";"Elmira";"M";"1995-09-10";"";89;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:49";0.0
796;"LA7Y7KW";"Nigar";"Rüstamova";"Sabine";"M";"1995-11-26";"";83;"";"";"married";"completed";"AB";"2022-12-02 08:28:49";0.0
797;"QBZEYXY";"Gülnare";"Ismayilov";"Sevil";"M";"1999-01-26";"";48;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:49";0.0
798;"N1GR8JB";"Kamale";"Novruzov";"Elmira";"M";"1998-08-20";"";12;"";"";"single";"not completed";"A";"2022-12-02 08:28:49";0.0
799;"D6UWPUB";"Ruslan";"Abdullayev";"Sabine";"F";"2000-01-20";"";24;"";"";"married";"not completed";"AB";"2022-12-02 08:28:49";0.0
800;"X28X7GL";"Vafa";"Qurbanov";"Mahir";"F";"2000-05-10";"";77;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:49";0.0
801;"HQ4BQKE";"Eldar";"Mehdiyev";"Zeynab";"M";"1997-11-28";"";49;"";"";"married";"not completed";"B";"2022-12-02 08:28:49";0.0
802;"YVW9OOO";"Malahat";"Novruzova";"Mahir";"F";"1997-11-03";"";37;"";"";"married";"not completed";"AB";"2022-12-02 08:28:49";0.0
803;"EBPOK0W";"Nigar";"Ağayev";"Natiq";"F";"1999-12-18";"";55;"";"";"single";"completed";"B";"2022-12-02 08:28:49";0.0
804;"F3M966K";"Parvane";"Asgarov";"Elşad";"F";"2000-06-22";"";12;"";"";"single";"completed";"B";"2022-12-02 08:28:49";0.0
805;"FGAYP30";"Mehman";"Mehdiyev";"Ceyhun";"M";"2003-10-03";"";97;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:49";0.0
806;"8Q1O3X6";"Ruslan";"Mammadov";"Aysel";"M";"2000-09-08";"";94;"";"";"married";"not completed";"0";"2022-12-02 08:28:49";0.0
807;"P0ZJ5XO";"Nazakat";"Cafarov";"Tarane";"M";"2001-04-03";"";78;"";"";"single";"completed";"0";"2022-12-02 08:28:49";0.0
808;"6P0WZIC";"Lale";"Samadova";"Camile";"F";"1997-09-28";"";33;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:49";0.0
809;"F7CH6WD";"Faride";"Bağirova";"Şahla";"F";"1994-05-05";"";74;"";"";"single";"completed";"A";"2022-12-02 08:28:49";0.0
810;"UTWKXCB";"Elnare";"Abbasova";"Esmira";"F";"1994-01-17";"";79;"";"";"single";"completed";"A";"2022-12-02 08:28:49";0.0
811;"XLRXJGR";"Aybaniz";"Alakbarov";"Cavid";"M";"1996-01-11";"";89;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:49";0.0
812;"HUMS9M3";"Matanat";"Allahverdiyeva";"Arzu";"F";"1994-02-05";"";6;"";"";"single";"not completed";"AB";"2022-12-02 08:28:49";0.0
813;"BZ6X73K";"Ceyhun";"Abbasova";"Irade";"M";"2000-04-15";"";67;"";"";"married";"not completed";"AB";"2022-12-02 08:28:49";0.0
814;"TCMX534";"Tural";"Aslanov";"Mehriban";"M";"1997-08-20";"";70;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:49";0.0
815;"E6ECZE2";"Ali";"Valiyev";"Nazakat";"F";"2002-05-14";"";44;"";"";"single";"completed";"AB";"2022-12-02 08:28:49";0.0
816;"NPP70ST";"Elxan";"Rzayev";"Aytan";"M";"1994-07-28";"";66;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
817;"HEYA92O";"Elxan";"Mehdiyev";"Esmira";"F";"1995-11-19";"";68;"";"";"married";"completed";"0";"2022-12-02 08:28:49";0.0
818;"SJE13BE";"Kamale";"Valiyev";"Nazile";"M";"2000-06-13";"";54;"";"";"married";"not completed";"B";"2022-12-02 08:28:49";0.0
819;"AS4H3RC";"Orxan";"Babayeva";"Ramin";"M";"1995-02-04";"";57;"";"";"divorced";"completed";"0";"2022-12-02 08:28:49";0.0
820;"U9TPIMG";"Aytan";"Tağiyev";"Günel";"M";"2000-02-28";"";6;"";"";"married";"not completed";"AB";"2022-12-02 08:28:50";0.0
821;"2RF3NCH";"Sadaqat";"Orucova";"Şahin";"M";"1996-11-02";"";8;"";"";"married";"not completed";"0";"2022-12-02 08:28:50";0.0
822;"OU7D11K";"Rauf";"Hüseynova";"Esmira";"F";"2000-10-02";"";13;"";"";"single";"not completed";"AB";"2022-12-02 08:28:50";0.0
823;"X30O2KB";"Aynur";"Abbasova";"Şahin";"M";"1998-05-11";"";64;"";"";"divorced";"completed";"0";"2022-12-02 08:28:50";0.0
824;"MKVH1PY";"Eldar";"Qurbanov";"Anar";"M";"1994-12-14";"";78;"";"";"divorced";"completed";"0";"2022-12-02 08:28:50";0.0
825;"USNK567";"Xanim";"Maharramova";"Naile";"M";"2002-11-09";"";98;"";"";"single";"completed";"A";"2022-12-02 08:28:50";0.0
827;"N6BNB4B";"Elvin";"Hüseynova";"Parvane";"F";"1997-05-28";"";79;"";"";"divorced";"completed";"A";"2022-12-02 08:28:50";0.0
828;"FBXSTV2";"Vüqar";"Rzayev";"Fuad";"M";"1999-06-28";"";61;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:50";0.0
829;"N0R0KPX";"Saadat";"Mustafayeva";"Vaqif";"M";"1995-02-28";"";2;"";"";"married";"not completed";"B";"2022-12-02 08:28:50";0.0
830;"CZJNM6K";"Arif";"Qarayeva";"Irade";"M";"1997-02-26";"";91;"";"";"divorced";"completed";"A";"2022-12-02 08:28:50";0.0
831;"VYNRX9S";"Vafa";"Qurbanov";"Xatire";"F";"1998-04-24";"";95;"";"";"single";"completed";"B";"2022-12-02 08:28:50";0.0
832;"8M8XKSF";"Aysel";"Azizov";"Elnare";"M";"1994-06-22";"";78;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:50";0.0
833;"8KGZZM9";"Rauf";"Azizov";"Esmira";"F";"2001-12-26";"";51;"";"";"divorced";"completed";"0";"2022-12-02 08:28:50";0.0
834;"XD0SNZF";"Rövşan";"Karimov";"Yegane";"M";"1998-03-15";"";10;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:50";0.0
835;"9O1DDY2";"Camile";"Mehdiyev";"Namiq";"M";"1998-12-08";"";74;"";"";"married";"not completed";"A";"2022-12-02 08:28:50";0.0
836;"8VSE4ZF";"Rafiq";"Qarayev";"Ramin";"M";"2003-02-13";"";60;"";"";"married";"completed";"B";"2022-12-02 08:28:50";0.0
837;"T3P966Y";"Fatma";"Samadov";"Aybaniz";"F";"1997-06-12";"";61;"";"";"single";"completed";"B";"2022-12-02 08:28:50";0.0
838;"KMU23SD";"Sadaqat";"Kazimova";"Aysel";"F";"2000-01-24";"";14;"";"";"single";"not completed";"A";"2022-12-02 08:28:50";0.0
839;"R7SUR58";"Könül";"Bayramova";"Rana";"M";"2003-05-24";"";29;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:50";0.0
840;"X068BBL";"Aynur";"Ismayilov";"Rafiq";"F";"1996-05-20";"";70;"";"";"single";"not completed";"B";"2022-12-02 08:28:50";0.0
841;"XD7QAAW";"Solmaz";"Zeynalova";"Anar";"F";"1994-10-10";"";57;"";"";"married";"completed";"AB";"2022-12-02 08:28:50";0.0
842;"XEC0PPC";"Xanim";"Babayeva";"Xalide";"F";"2003-11-03";"";42;"";"";"married";"completed";"B";"2022-12-02 08:28:50";0.0
843;"ZPKVIN5";"Kamale";"Bağirova";"Fuad";"M";"2001-03-10";"";84;"";"";"married";"completed";"AB";"2022-12-02 08:28:50";0.0
844;"FQAIH1D";"Nurane";"Sadiqova";"Aybaniz";"F";"1994-03-11";"";69;"";"";"divorced";"completed";"B";"2022-12-02 08:28:50";0.0
845;"RYXMVXQ";"Esmira";"Ağayeva";"Nazim";"M";"1998-12-11";"";59;"";"";"divorced";"completed";"0";"2022-12-02 08:28:50";0.0
846;"PQ9AOLS";"Aytan";"Allahverdiyeva";"Solmaz";"M";"2000-11-05";"";7;"";"";"divorced";"completed";"B";"2022-12-02 08:28:50";0.0
847;"S2B9PY5";"Esmira";"Ahmadova";"Orxan";"M";"2000-12-24";"";75;"";"";"married";"not completed";"A";"2022-12-02 08:28:50";0.0
848;"TG2PWA6";"Rahile";"Samadova";"Vüsale";"F";"2003-01-02";"";33;"";"";"divorced";"completed";"0";"2022-12-02 08:28:50";0.0
849;"MPE4RXW";"Arzu";"Quliyev";"Xayale";"M";"2003-10-15";"";50;"";"";"divorced";"completed";"A";"2022-12-02 08:28:50";0.0
850;"07K113N";"Xatire";"Asadov";"Nargiz";"F";"1996-05-02";"";5;"";"";"married";"not completed";"0";"2022-12-02 08:28:50";0.0
851;"NM22804";"Rafiq";"Aliyev";"Samire";"M";"1999-05-21";"";39;"";"";"married";"not completed";"A";"2022-12-02 08:28:50";0.0
852;"9OS4AKU";"Nargiz";"Xalilov";"Elnare";"F";"1999-05-10";"";16;"";"";"married";"not completed";"B";"2022-12-02 08:28:50";0.0
853;"OU0OQLL";"Gülnare";"Rahimova";"Sevil";"M";"1995-06-24";"";88;"";"";"married";"not completed";"A";"2022-12-02 08:28:50";0.0
854;"PEBSLXI";"Xatire";"Rahimov";"Sevinc";"F";"2003-01-25";"";72;"";"";"married";"completed";"AB";"2022-12-02 08:28:50";0.0
855;"WTFJLXF";"Parvane";"Qurbanov";"Lale";"F";"1998-02-10";"";32;"";"";"single";"completed";"0";"2022-12-02 08:28:50";0.0
856;"1Z4RVO4";"Kamale";"Bayramov";"Sabine";"M";"1994-09-08";"";6;"";"";"divorced";"completed";"B";"2022-12-02 08:28:50";0.0
857;"79LL7MT";"Rana";"Xalilov";"Faride";"F";"2001-03-17";"";21;"";"";"divorced";"completed";"0";"2022-12-02 08:28:50";0.0
858;"U66CMLX";"Rana";"Cafarov";"Raşad";"M";"1998-07-14";"";76;"";"";"married";"completed";"AB";"2022-12-02 08:28:50";0.0
860;"BJ16OZO";"Sadaqat";"Hüseynova";"Camile";"M";"2001-06-14";"";67;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:50";0.0
861;"Z8C1ANS";"Malahat";"Ağayeva";"Nigar";"M";"1995-10-12";"";4;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:50";0.0
862;"R6RMF07";"Xatire";"Rüstamov";"Rövşan";"M";"1994-11-02";"";78;"";"";"single";"completed";"0";"2022-12-02 08:28:50";0.0
863;"SV2UT3P";"Gülnare";"Quliyeva";"Malahat";"F";"2002-06-27";"";18;"";"";"single";"not completed";"0";"2022-12-02 08:28:50";0.0
864;"1TPBGVD";"Aygün";"Orucov";"Elvin";"F";"1999-11-17";"";85;"";"";"married";"completed";"A";"2022-12-02 08:28:50";0.0
865;"2OWGJGM";"Elnare";"Mammadov";"Ceyhun";"F";"1997-12-01";"";24;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:50";0.0
866;"KQBY5X8";"Rafiq";"Hasanov";"Elşad";"F";"2002-05-20";"";14;"";"";"married";"completed";"AB";"2022-12-02 08:28:50";0.0
867;"M3WRT7T";"Parvane";"Ağayeva";"Elşad";"F";"2000-12-08";"";74;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:50";0.0
868;"XPW0EI9";"Ruslan";"Maharramov";"Solmaz";"M";"1994-08-01";"";4;"";"";"married";"not completed";"A";"2022-12-02 08:28:50";0.0
869;"28HYDYA";"Nigar";"Abbasova";"Zaur";"F";"2000-07-20";"";91;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:50";0.0
870;"PH5OT64";"Aynure";"Abbasova";"Nazim";"F";"1997-05-05";"";76;"";"";"single";"completed";"A";"2022-12-02 08:28:50";0.0
871;"ZGX8B4V";"Ilhame";"Mehdiyeva";"Sevil";"M";"1997-01-08";"";3;"";"";"married";"completed";"0";"2022-12-02 08:28:50";0.0
872;"SIQ82LD";"Xatire";"Azizov";"Cavid";"F";"1997-03-10";"";35;"";"";"single";"completed";"0";"2022-12-02 08:28:50";0.0
873;"UDBG2D7";"Matanat";"Aliyeva";"Nazakat";"M";"2002-08-18";"";89;"";"";"single";"not completed";"0";"2022-12-02 08:28:50";0.0
874;"P36W0KO";"Gülşan";"Abbasov";"Yusif";"M";"1996-12-06";"";66;"";"";"single";"completed";"B";"2022-12-02 08:28:50";0.0
875;"HP72WR4";"Aynure";"Zeynalova";"Anar";"M";"1996-02-04";"";73;"";"";"married";"not completed";"AB";"2022-12-02 08:28:50";0.0
876;"4WAT8AC";"Orxan";"Haciyeva";"Şahla";"M";"2000-04-09";"";42;"";"";"married";"completed";"AB";"2022-12-02 08:28:50";0.0
877;"HUY0FKB";"Ramiz";"Muradov";"Elçin";"M";"2000-11-08";"";41;"";"";"single";"not completed";"A";"2022-12-02 08:28:50";0.0
878;"A1ABT9F";"Yusif";"Haciyeva";"Mehriban";"F";"1998-08-10";"";21;"";"";"divorced";"completed";"0";"2022-12-02 08:28:50";0.0
879;"5BK2UEA";"Gülşan";"Ibrahimov";"Sevil";"F";"2002-08-25";"";27;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:50";0.0
880;"V880K1U";"Tarane";"Abdullayeva";"Faride";"M";"2000-11-11";"";22;"";"";"single";"completed";"AB";"2022-12-02 08:28:50";0.0
881;"QA649F2";"Rauf";"Abdullayeva";"Rana";"M";"1995-01-07";"";13;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:50";0.0
882;"6XRIBES";"Yegane";"Kazimova";"Sevil";"M";"2001-12-13";"";12;"";"";"single";"not completed";"B";"2022-12-02 08:28:50";0.0
883;"Q7JYQP4";"Sabine";"Yusifova";"Vüsal";"M";"2002-05-09";"";73;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:50";0.0
884;"J0PHXUW";"Ramil";"Abbasova";"Nazim";"M";"1998-12-08";"";98;"";"";"divorced";"completed";"A";"2022-12-02 08:28:50";0.0
885;"J9CT9CX";"Nazakat";"Asgarov";"Elnur";"F";"2001-04-12";"";70;"";"";"married";"not completed";"0";"2022-12-02 08:28:50";0.0
886;"48HVKVY";"Esmira";"Mehdiyev";"Vüsale";"F";"2001-05-04";"";91;"";"";"single";"completed";"A";"2022-12-02 08:28:50";0.0
887;"8CHTF1H";"Raşad";"Muradov";"Elmira";"M";"1997-11-03";"";62;"";"";"single";"not completed";"B";"2022-12-02 08:28:50";0.0
888;"VKJLGXD";"Malahat";"Ismayilov";"Cavid";"M";"2002-12-04";"";77;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:50";0.0
889;"LRBANDU";"Fuad";"Mirzayeva";"Tural";"F";"2001-04-24";"";70;"";"";"married";"completed";"0";"2022-12-02 08:28:50";0.0
890;"VQS0IEO";"Irade";"Allahverdiyev";"Natiq";"F";"1997-03-23";"";72;"";"";"married";"completed";"AB";"2022-12-02 08:28:50";0.0
891;"AS7Z8RP";"Esmira";"Rahimov";"Leyla";"F";"1996-10-22";"";58;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:51";0.0
892;"8GHKXP0";"Elşad";"Zeynalov";"Aysel";"M";"2003-09-03";"";99;"";"";"married";"completed";"B";"2022-12-02 08:28:51";0.0
893;"BJGN14M";"Namiq";"Abbasova";"Elşan";"M";"2001-06-26";"";84;"";"";"single";"not completed";"A";"2022-12-02 08:28:51";0.0
894;"ZFY6SST";"Nazim";"Zeynalova";"Solmaz";"F";"2001-09-15";"";41;"";"";"married";"completed";"0";"2022-12-02 08:28:51";0.0
895;"FAN5KAJ";"Tural";"Ismayilova";"Ramin";"F";"2003-01-22";"";22;"";"";"married";"completed";"A";"2022-12-02 08:28:51";0.0
897;"VS1A6HT";"Rahile";"Valiyeva";"Elxan";"F";"2002-12-14";"";80;"";"";"divorced";"completed";"B";"2022-12-02 08:28:51";0.0
898;"70MKH5Y";"Namiq";"Maharramov";"Fatma";"F";"2002-09-11";"";56;"";"";"divorced";"not completed";"B";"2022-12-02 08:28:51";0.0
899;"R2PNABF";"Malahat";"Hüseynov";"Aysel";"M";"1996-03-14";"";9;"";"";"single";"not completed";"0";"2022-12-02 08:28:51";0.0
900;"15V0QKA";"Nigar";"Ağayeva";"Camile";"F";"1994-10-25";"";20;"";"";"divorced";"not completed";"AB";"2022-12-02 08:28:51";0.0
901;"QLRB9EN";"Vüqar";"Bağirov";"Fuad";"M";"1999-09-24";"";45;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:51";0.0
902;"UJL1PBP";"Malahat";"Aliyeva";"Solmaz";"F";"1996-02-28";"";36;"";"";"married";"completed";"B";"2022-12-02 08:28:51";0.0
903;"ZX0YDLE";"Rövşan";"Bayramov";"Kamran";"M";"2000-08-09";"";11;"";"";"single";"completed";"0";"2022-12-02 08:28:51";0.0
904;"VQPSRN1";"Rahile";"Bayramov";"Elşad";"M";"1999-07-06";"";90;"";"";"married";"completed";"0";"2022-12-02 08:28:51";0.0
905;"WM63JPL";"Elçin";"Süleymanov";"Sadaqat";"M";"1997-09-09";"";97;"";"";"married";"not completed";"A";"2022-12-02 08:28:51";0.0
906;"MZE3ZUE";"Elvin";"Rzayev";"Faride";"M";"2002-06-20";"";80;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:51";0.0
907;"FKWBZ4B";"Sabine";"Hüseynova";"Sevil";"F";"2001-06-04";"";5;"";"";"single";"completed";"A";"2022-12-02 08:28:51";0.0
908;"VH9XRG8";"Ramiz";"Allahverdiyeva";"Ceyhun";"F";"1994-06-08";"";8;"";"";"single";"completed";"A";"2022-12-02 08:28:51";0.0
909;"JUCQRO8";"Şahla";"Aliyev";"Esmira";"M";"2001-07-14";"";36;"";"";"married";"not completed";"AB";"2022-12-02 08:28:51";0.0
910;"K18T4SM";"Nazim";"Qasimova";"Namiq";"F";"2000-05-01";"";70;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:51";0.0
911;"VRCM4LU";"Rauf";"Asgarova";"Ramil";"F";"1997-01-05";"";59;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:51";0.0
912;"AAVTNGP";"Nazile";"Ibrahimova";"Natiq";"F";"2002-01-13";"";45;"";"";"married";"completed";"B";"2022-12-02 08:28:51";0.0
913;"C4IJVCD";"Faride";"Abdullayeva";"Günel";"M";"1994-08-07";"";82;"";"";"married";"completed";"AB";"2022-12-02 08:28:51";0.0
914;"XHPO4FA";"Ilham";"Bağirov";"Xatire";"M";"1995-11-11";"";92;"";"";"divorced";"not completed";"A";"2022-12-02 08:28:51";0.0
915;"HHXX7F0";"Vüsale";"Karimova";"Raşad";"F";"1994-05-10";"";98;"";"";"married";"not completed";"B";"2022-12-02 08:28:51";0.0
916;"YJ5S1IP";"Esmira";"Ismayilov";"Aynure";"M";"1999-07-03";"";38;"";"";"divorced";"completed";"AB";"2022-12-02 08:28:51";0.0
917;"WRKDSCK";"Xalide";"Maharramov";"Tarane";"M";"1994-05-25";"";60;"";"";"married";"completed";"A";"2022-12-02 08:28:51";0.0
918;"9FPLSF3";"Günay";"Qurbanov";"Ali";"M";"1999-11-03";"";37;"";"";"married";"completed";"0";"2022-12-02 08:28:51";0.0
919;"TORZV28";"Fatma";"Tağiyeva";"Naile";"M";"2000-01-22";"";5;"";"";"divorced";"completed";"B";"2022-12-02 08:28:51";0.0
920;"F6C5AN7";"Vafa";"Mamedov";"Xayale";"F";"1994-05-25";"";57;"";"";"married";"not completed";"A";"2022-12-02 08:28:51";0.0
921;"8P9JAOF";"Elşan";"Haciyeva";"Yusif";"F";"1998-12-22";"";63;"";"";"divorced";"not completed";"0";"2022-12-02 08:28:51";0.0
922;"KRCCQZW";"Vaqif";"Aslanov";"Sevda";"M";"1999-11-07";"";20;"";"";"divorced";"completed";"A";"2022-12-02 08:28:51";0.0
923;"1DF8BHA";"Xayale";"Mammadova";"Leyla";"F";"1997-06-08";"";97;"";"";"married";"not completed";"B";"2022-12-02 08:28:51";0.0
924;"U9MJ0CV";"Sevinc";"Safarova";"Faride";"F";"1996-12-01";"";32;"";"";"single";"completed";"0";"2022-12-02 08:28:51";0.0
925;"F271TLF";"Xanim";"Bayramov";"Elçin";"F";"1999-04-26";"";9;"";"";"married";"completed";"AB";"2022-12-02 08:28:51";0.0
926;"NBLOFZG";"Aynur";"Rzayev";"Gülnar";"M";"1996-03-06";"";13;"";"";"single";"not completed";"AB";"2022-12-02 08:28:51";0.0
927;"PNKXGX0";"Aygün";"Mustafayeva";"Natiq";"F";"2002-06-13";"";96;"";"";"single";"not completed";"0";"2022-12-02 08:28:51";0.0
928;"XKEHD37";"Ramiz";"Quliyev";"Lale";"M";"2000-08-20";"";65;"";"";"married";"not completed";"B";"2022-12-02 08:28:51";0.0
929;"ZMYZ8C2";"Rasim";"Musayeva";"Esmira";"F";"2001-11-16";"";23;"";"";"married";"completed";"0";"2022-12-02 08:28:51";0.0
930;"WDRZRBQ";"Rasim";"Isayeva";"Lale";"F";"2001-12-03";"";58;"";"";"married";"not completed";"B";"2022-12-02 08:28:51";0.0
931;"AX677JM";"Xatire";"Mamedov";"Anar";"M";"1994-09-24";"";5;"";"";"married";"not completed";"B";"2022-12-02 08:28:51";0.0
932;"M93LQ6M";"Rahile";"Valiyev";"Fuad";"F";"1996-02-11";"";76;"";"";"single";"completed";"B";"2022-12-02 08:28:51";0.0
933;"H50N1IL";"Elnare";"Ismayilov";"Fuad";"M";"2003-12-04";"";49;"";"";"single";"not completed";"A";"2022-12-02 08:28:51";0.0
